Customer_ID,Title,First_Name,Middle_Name,Last_Name,Suffix,Company_Name,Sales_Person,Email_Address,Phone,Gender,timestamp
184,Ms.,Marjorie,M.,Lee,,Go-cart and Bike Specialists,adventure-works\\jillian0,marjorie0@adventure-works.com,306-555-0166,F,14-07-2023
185,Mr.,Sandeep,,Kaliyath,,Weekend Bike Tours,adventure-works\\shu0,sandeep1@adventure-works.com,495-555-0113,F,15-07-2023
186,Mr.,Pei,,Chow,,Thrilling Bike Tours,adventure-works\\linda3,pei0@adventure-works.com,789-555-0184,F,16-07-2023
187,Mr.,Frank,,Campbell,,Trailblazing Sports,adventure-works\\shu0,frank4@adventure-works.com,491-555-0132,F,17-07-2023
190,Mr.,Mark,,Lee,,Racing Partners,adventure-works\\josé1,mark5@adventure-works.com,371-555-0112,F,18-07-2023
191,Ms.,Sandra,T.,Kitt,,Non-Slip Pedal Company,adventure-works\\josé1,sandra2@adventure-works.com,303-555-0117,F,19-07-2023
192,Mr.,Hao,,Chen,,Nuts and Bolts Mfg.,adventure-works\\garrett1,hao1@adventure-works.com,117-555-0173,F,20-07-2023
196,Ms.,Jolie,,Lenehan,,Exhibition Showroom,adventure-works\\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,F,21-07-2023
197,Ms.,Diane,F.,Krane,,Fabrikam Inc.,,,,F,22-07-2023
198,Mr.,Payton,P.,Benson,,Field Trip Inc,adventure-works\\michael9,payton0@adventure-works.com,528-555-0183,F,23-07-2023
199,Mr.,Roger,,Lengel,,Authorized Bike Sales and Rental,adventure-works\\pamela0,roger1@adventure-works.com,947-555-0143,F,24-07-2023
200,Ms.,Peggy,J.,Justice,,Basic Bike Company,adventure-works\\david8,peggy0@adventure-works.com,170-555-0189,F,
201,Ms.,Edna,J.,Benson,,Unsurpassed Bikes,adventure-works\\jillian0,edna0@adventure-works.com,789-555-0189,F,26-07-2023
203,Ms.,Jean,,Jordan,,Separate Parts Corporation,adventure-works\\shu0,jean3@adventure-works.com,207-555-0129,F,27-07-2023
204,Mr.,Ido,,Ben-Sachar,,Traction Tire Company,adventure-works\\linda3,ido0@adventure-works.com,973-555-0112,F,28-07-2023
205,Mr.,Frank,,Mart¡nez,,Rally Master Company Inc,adventure-works\\shu0,frank5@adventure-works.com,171-555-0147,F,29-07-2023
208,Mr.,Steve,,Masters,,Professional Cyclists,adventure-works\\josé1,steve2@adventure-works.com,154-555-0115,F,30-07-2023
209,Mr.,Robert,E.,Jones,,Purple Bicycle Company,adventure-works\\josé1,robert6@adventure-works.com,595-555-0131,F,31-07-2023
210,Mr.,Josh,,Barnhill,,Gasless Cycle Shop,adventure-works\\garrett1,josh0@adventure-works.com,584-555-0192,F,01-08-2023
214,Ms.,Jennifer,J.,Maxham,,Exclusive Bicycle Mart,adventure-works\\jae0,jennifer1@adventure-works.com,1 (11) 500 555-0175,F,02-08-2023
217,Mr.,Chris,,Maxwell,,City Manufacturing,adventure-works\\pamela0,chris6@adventure-works.com,642-555-0187,F,03-08-2023
218,Mr.,David,,Johnson,,Sure & Reliable Sporting Goods,adventure-works\\david8,david18@adventure-works.com,476-555-0139,F,04-08-2023
219,Mr.,Brian,,Johnson,,Extras Sporting Goods,adventure-works\\jillian0,brian6@adventure-works.com,320-555-0134,F,05-08-2023
220,Mr.,Robert,,Brown,,Best o' Bikes,adventure-works\\jillian0,robert5@adventure-works.com,575-555-0189,F,06-08-2023
221,Ms.,Sandra,B.,Maynard,,Bike Dealers Association,adventure-works\\shu0,sandra4@adventure-works.com,993-555-0179,F,07-08-2023
222,Mr.,Barry,,Johnson,,Sample Bike Store,adventure-works\\linda3,barry1@adventure-works.com,858-555-0140,F,08-08-2023
223,Ms.,Joyce,,Jarvis,,Paints and Solvents Company,adventure-works\\shu0,joyce0@adventure-works.com,458-555-0179,F,09-08-2023
226,Ms.,Vance,P.,Johns,,Leisure Activities,adventure-works\\josé1,vance0@adventure-works.com,103-555-0151,F,10-08-2023
227,Ms.,Robin,M.,McGuigan,,Health Spa,,,,F,11-08-2023
228,Ms.,Danielle,B.,Johnson,,Home Town Bike Store,adventure-works\\garrett1,danielle1@adventure-works.com,356-555-0190,F,12-08-2023
232,Mr.,David,,Jaffe,,Exceptional Cycle Services,adventure-works\\jae0,david17@adventure-works.com,1 (11) 500 555-0140,F,13-08-2023
235,Ms.,Mary,,Alexander,,Certified Bicycle Supply,adventure-works\\pamela0,mary7@adventure-works.com,344-555-0133,F,14-08-2023
236,Ms.,Lola,M.,McCarthy,,Closeout Boutique,adventure-works\\david8,lola0@adventure-works.com,173-555-0151,F,15-08-2023
237,Ms.,Mary,K.,Browning,,Client Discount Store,adventure-works\\jillian0,mary5@adventure-works.com,658-555-0146,F,16-08-2023
238,Ms.,Jodan,M.,Jacobson,,A Great Bicycle Company,adventure-works\\jillian0,jodan0@adventure-works.com,652-555-0189,F,17-08-2023
239,Ms.,Jane,A.,McCarty,,Bicycle Merchandise Warehouse,adventure-works\\shu0,jane3@adventure-works.com,529-555-0195,F,18-08-2023
240,Mr.,Jessie,E.,Valerio,,Wire Baskets and Parts,adventure-works\\linda3,jessie0@adventure-works.com,103-555-0179,F,19-08-2023
241,Mr.,Eric,A.,Jacobsen,,Vale Riding Supplies,adventure-works\\shu0,eric5@adventure-works.com,703-555-0120,F,20-08-2023
244,Mr.,Bronson,R.,Jacobs,,Retail Discount Store,adventure-works\\josé1,bronson0@adventure-works.com,697-555-0131,F,21-08-2023
245,Mr.,James,L.,McCoy,II,Leather Seat Factory,adventure-works\\josé1,james12@adventure-works.com,191-555-0151,F,22-08-2023
246,Ms.,Esther,K.,Valle,,Large Bike Shop,adventure-works\\garrett1,esther0@adventure-works.com,481-555-0131,F,23-08-2023
250,Ms.,Denean,J.,Ison,,Express Bike Services,adventure-works\\jae0,denean0@adventure-works.com,1 (11) 500 555-0127,F,24-08-2023
253,Mr.,Erik,,Ismert,,Roving Sports,adventure-works\\pamela0,erik0@adventure-works.com,116-555-0163,F,25-08-2023
254,Mr.,Robert,M.,Bernacchi,,Safe Cycles Shop,adventure-works\\david8,robert4@adventure-works.com,449-555-0176,F,26-08-2023
255,Mr.,Sunil,,Uppal,,Swift Cycles,adventure-works\\jillian0,sunil0@adventure-works.com,184-555-0187,F,27-08-2023
256,Mr.,Richard,L.,Irwin,,Rental Bikes,adventure-works\\jillian0,richard4@adventure-works.com,367-555-0124,F,28-08-2023
257,Mr.,Matthias,,Berndt,,Number 1 Supply,adventure-works\\shu0,matthias1@adventure-works.com,384-555-0169,F,29-08-2023
258,Mr.,Sairaj,,Uddin,,Quantity Discounts,adventure-works\\linda3,sairaj1@adventure-works.com,767-555-0193,F,30-08-2023
259,Mr.,Lucio,,Iallo,,Highway Bike Shop,adventure-works\\shu0,lucio0@adventure-works.com,199-555-0135,F,31-08-2023
262,Ms.,Beth,,Inghram,,General Industries,adventure-works\\josé1,beth0@adventure-works.com,718-555-0152,F,01-09-2023
263,Mr.,Timothy,B.,Burnett,Jr.,Farthest Bike Store,adventure-works\\josé1,timothy0@adventure-works.com,251-555-0172,F,02-09-2023
264,Ms.,Phyllis,B.,Tuffield,,Fasteners & Bolts Outlet,adventure-works\\garrett1,phyllis3@adventure-works.com,277-555-0182,F,03-09-2023
268,Mr.,Richard,A.,Byham,,Channel Outlet,adventure-works\\jae0,richard2@adventure-works.com,1 (11) 500 555-0138,F,04-09-2023
271,Mr.,Jared,L.,Bustamante,,Alternative Vehicles,adventure-works\\pamela0,jared0@adventure-works.com,164-555-0147,F,05-09-2023
272,Mr.,Henry,L.,Campen,,Metro Cycle Shop,adventure-works\\david8,henry0@adventure-works.com,635-555-0126,F,06-09-2023
273,Ms.,Christie,J.,Trujillo,,A Typical Bike Shop,adventure-works\\jillian0,christie0@adventure-works.com,686-555-0180,F,07-09-2023
274,Ms.,Janet,J.,Gilliat,,Active Systems,adventure-works\\jillian0,janet2@adventure-works.com,521-555-0183,F,08-09-2023
275,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\\shu0,chris5@adventure-works.com,118-555-0131,F,09-09-2023
276,Mr.,Michael John,R.,Troyer,,Thrifty Parts and Sales,adventure-works\\linda3,michaeljohn0@adventure-works.com,308-555-0175,F,10-09-2023
277,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\\shu0,guy0@adventure-works.com,583-555-0198,F,11-09-2023
280,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\\josé1,frances1@adventure-works.com,692-555-0136,F,12-09-2023
281,Ms.,Suzana De Abreu,A.,Canuto,,Petroleum Products Distributors,adventure-works\\josé1,suzanadeabreu0@adventure-works.com,990-555-0141,F,13-09-2023
282,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\\garrett1,billy0@adventure-works.com,882-555-0115,F,14-09-2023
286,Mr.,Leo,,Giakoumakis,,Number One Bike Co.,adventure-works\\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,F,15-09-2023
287,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\\michael9,grant1@adventure-works.com,859-555-0173,F,16-09-2023
288,Mr.,Robert,L.,Barker,,Kickstand Sellers,adventure-works\\michael9,robert3@adventure-works.com,241-555-0112,F,17-09-2023
289,Ms.,Gabriel,L.,Bockenkamp,,Moderately-Priced Bikes Store,adventure-works\\pamela0,gabriel0@adventure-works.com,763-555-0145,F,18-09-2023
290,Mr.,Scott,,Culp,,Friendly Bike Shop,adventure-works\\david8,scott3@adventure-works.com,119-555-0167,F,19-09-2023
291,Mr.,Wayne,N.,Banack,,Grand Bicycle Stores,adventure-works\\jillian0,wayne0@adventure-works.com,640-555-0189,F,20-09-2023
292,Mr.,Michael,Greg,Blythe,,Grease and Oil Products Company,adventure-works\\jillian0,michael11@adventure-works.com,126-555-0172,F,21-09-2023
293,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\\shu0,conor0@adventure-works.com,115-555-0113,F,22-09-2023
294,Mr.,Alberto,F.,Baltazar,,Flawless Bike Shop,adventure-works\\linda3,alberto0@adventure-works.com,780-555-0114,F,23-09-2023
295,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\\shu0,joseph4@adventure-works.com,129-555-0164,F,24-09-2023
298,Mr.,Robert,,Mitosinka,,City Cycling,adventure-works\\josé1,robert10@adventure-works.com,239-555-0198,F,25-09-2023
299,Mr.,Thierry,,D'Hers,,Citywide Service and Repair,adventure-works\\josé1,thierry1@adventure-works.com,680-555-0192,F,26-09-2023
300,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\\garrett1,daniel0@adventure-works.com,221-555-0167,F,27-09-2023
304,Ms.,Linda,,Mitchell,,Essential Bike Works,adventure-works\\jae0,linda9@adventure-works.com,1 (11) 500 555-0182,F,28-09-2023
306,Mr.,Stephen,M.,Ayers,,Work and Play Association,adventure-works\\michael9,stephen1@adventure-works.com,818-555-0171,F,29-09-2023
307,Ms.,Neva,M.,Mitchell,,Riding Associates,adventure-works\\pamela0,neva0@adventure-works.com,992-555-0134,F,30-09-2023
308,Ms.,Megan,N.,Davis,,Rugged Bikes,adventure-works\\david8,megan1@adventure-works.com,839-555-0198,F,01-10-2023
309,Mr.,John,,Arthur,,The Gear Store,adventure-works\\jillian0,john6@adventure-works.com,149-555-0113,F,02-10-2023
310,Mr.,Frank,,Miller,,Orange Bicycle Company,adventure-works\\jillian0,frank6@adventure-works.com,118-555-0184,F,03-10-2023
311,Sr.,Alvaro,,De Matos Miranda Filho,,Principal Bike Company,adventure-works\\shu0,alvaro0@adventure-works.com,551-555-0155,F,04-10-2023
